Soil Moisture [RH%],Soil Temperature [C],Environmental Temperature [ C],Environmental Humidity [RH %],Weather Forecast Rainfall [mm],Crop Data Evapotranspiration [mm],Irrigation_Decision
17.87,24.5,22.2,70.0,0.0,0.01,2
17.78,24.5,22.0,70.5,0.0,0.01,2
17.87,24.5,22.1,71.0,0.0,0.01,2
17.87,24.5,21.9,71.0,0.0,0.01,2
17.78,24.5,21.8,71.0,0.0,0.01,2
17.87,24.4,22.0,70.5,0.0,0.01,2
17.78,24.4,22.1,70.0,0.0,0.01,2
17.87,24.4,22.2,70.0,0.0,0.01,2
17.78,24.4,22.4,69.0,0.0,0.01,2
17.78,24.3,22.7,68.5,0.0,0.01,2
17.78,24.3,22.9,68.5,0.0,0.01,2
17.78,24.3,23.3,68.0,0.0,0.01,2
17.78,24.3,25.1,63.0,0.0,0.01,2
17.78,24.2,26.4,59.5,0.0,0.01,2
17.78,24.2,27.3,57.0,0.0,0.03,2
17.78,24.2,28.2,56.5,0.0,0.03,2
17.78,24.2,29.0,54.5,0.0,0.03,2
17.78,24.2,29.7,53.5,0.0,0.03,2
17.78,24.1,30.6,52.5,0.0,0.03,2
17.78,24.1,31.6,48.0,0.0,0.03,2
17.78,24.1,31.8,49.0,0.0,0.08,2
17.78,24.1,32.6,47.0,0.0,0.08,2
17.73,24.1,33.0,46.0,0.0,0.08,2
18.09,24.1,34.1,45.0,0.0,0.08,2
18.89,24.1,34.8,43.0,0.0,0.08,2
22.06,24.1,35.4,43.0,0.0,0.08,2
27.24,24.0,35.7,42.5,0.0,0.22,2
28.78,23.9,36.7,38.5,0.0,0.22,0
29.49,23.8,37.1,37.5,0.0,0.22,2
30.47,23.7,37.5,38.5,0.0,0.22,2
31.74,23.6,37.8,38.0,0.0,0.22,2
32.16,23.5,38.3,37.5,0.0,0.22,2
32.3,23.4,38.9,36.0,0.0,0.34,2
32.5,23.4,39.1,34.0,0.0,0.34,2
32.59,23.3,39.4,34.5,0.0,0.34,2
32.72,23.3,39.7,37.5,0.0,0.34,2
32.72,23.4,39.5,35.5,0.0,0.34,2
32.8,23.4,39.6,34.5,0.0,0.34,2
32.87,23.5,39.4,36.0,0.0,0.45,2
33.02,23.5,39.8,35.0,0.0,0.45,2
33.09,23.6,40.2,35.5,0.0,0.45,2
33.15,23.7,40.3,35.0,0.0,0.45,2
33.15,23.7,39.9,33.0,0.0,0.45,2
33.29,23.9,39.9,36.0,0.0,0.45,2
33.29,23.9,40.2,31.5,0.0,0.56,2
33.37,24.0,40.3,34.0,0.0,0.56,2
33.43,24.1,40.3,33.5,0.0,0.56,2
33.43,24.1,40.7,34.0,0.0,0.56,2
33.43,24.2,40.8,34.0,0.0,0.56,2
33.43,24.3,40.8,32.0,0.0,0.56,2
33.58,24.3,40.8,31.5,0.0,0.64,2
32.5,24.4,40.9,32.5,0.0,0.64,2
31.41,24.4,41.3,33.5,0.0,0.64,2
30.53,24.4,41.4,31.5,0.0,0.64,2
29.81,24.4,41.0,33.5,0.0,0.64,2
29.36,24.4,41.1,31.5,0.0,0.64,2
28.92,24.4,41.4,33.5,0.0,0.65,2
28.53,24.4,41.4,31.5,0.0,0.65,2
28.22,24.5,41.5,30.0,0.0,0.65,2
27.91,24.5,41.8,32.5,0.0,0.65,2
27.6,24.5,41.6,32.5,0.0,0.65,2
27.43,24.6,41.8,32.5,0.0,0.65,2
27.07,24.6,42.0,32.5,0.0,0.63,2
26.95,24.6,42.0,31.0,0.0,0.63,2
26.77,24.7,41.4,32.0,0.0,0.63,2
26.55,24.7,41.3,31.5,0.0,0.63,2
26.37,24.7,41.7,31.5,0.0,0.63,2
26.14,24.8,41.7,30.0,0.0,0.63,2
26.02,24.8,41.5,31.5,0.0,0.56,2
25.91,24.8,41.4,30.0,0.0,0.56,2
25.68,24.9,41.3,30.5,0.0,0.56,2
25.57,24.9,41.3,30.5,0.0,0.56,2
25.46,24.9,40.9,30.5,0.0,0.56,2
25.35,24.9,41.1,29.0,0.0,0.56,2
25.17,24.9,41.2,30.5,0.0,0.46,2
25.06,25.0,41.1,32.5,0.0,0.46,2
25.01,25.0,40.9,31.0,0.0,0.46,2
24.95,25.0,40.2,33.0,0.0,0.46,2
24.9,25.0,39.5,33.0,0.0,0.46,2
24.79,25.0,39.0,32.0,0.0,0.46,2
24.73,25.0,38.0,33.0,0.0,0.33,2
24.73,25.0,37.4,35.0,0.0,0.33,2
24.68,25.0,36.9,35.0,0.0,0.33,2
24.68,25.1,36.5,37.0,0.0,0.33,2
24.68,25.1,35.4,36.5,0.0,0.33,2
24.62,25.1,34.4,37.5,0.0,0.33,2
24.62,25.1,33.2,40.5,0.0,0.18,2
24.62,25.1,32.3,42.5,0.0,0.18,2
24.62,25.1,31.3,46.0,0.0,0.18,2
24.62,25.1,30.3,47.0,0.0,0.18,2
24.57,25.1,29.7,48.0,0.0,0.18,2
24.62,25.1,28.9,51.0,0.0,0.18,2
24.57,25.1,28.0,53.0,0.0,0.07,2
24.57,25.0,27.3,60.0,0.0,0.07,2
24.57,25.0,26.7,61.5,0.0,0.07,2
24.57,25.0,26.1,60.0,0.0,0.07,2
24.57,25.0,25.7,63.0,0.0,0.07,2
24.57,25.0,25.3,66.5,0.0,0.07,2
24.57,25.0,25.0,64.0,0.0,0.05,2
24.57,25.0,24.8,63.5,0.0,0.05,2
24.57,25.0,24.8,65.0,0.0,0.05,2
24.57,25.0,24.5,65.0,0.0,0.05,2
24.57,25.0,24.3,68.5,0.0,0.05,2
24.57,24.9,24.1,66.5,0.0,0.05,2
24.57,24.9,23.9,68.0,0.0,0.03,2
24.53,24.9,23.8,69.0,0.0,0.03,2
24.57,24.9,23.8,69.0,0.0,0.03,2
24.53,24.9,22.9,70.0,0.0,0.03,2
24.53,24.8,22.6,70.5,0.0,0.03,2
24.53,24.8,22.4,71.5,0.0,0.03,2
24.53,24.8,22.2,74.5,0.0,0.02,2
24.53,24.8,22.0,75.0,0.0,0.02,2
24.53,24.8,22.0,72.0,0.0,0.02,2
24.53,24.8,22.1,72.0,0.0,0.02,2
24.53,24.7,22.2,71.5,0.0,0.02,2
24.53,24.7,22.4,71.5,0.0,0.02,2
24.53,24.7,22.8,68.0,0.0,0.01,2
24.53,24.7,23.4,66.5,0.0,0.01,2
24.47,24.6,23.4,65.5,0.0,0.01,2
24.53,24.6,23.5,64.0,0.0,0.01,2
24.47,24.6,24.0,62.5,0.0,0.01,2
24.47,24.6,24.3,61.5,0.0,0.01,2
24.47,24.5,24.3,61.5,0.0,0.01,2
24.47,24.5,24.3,61.5,0.0,0.01,2
24.47,24.5,24.1,61.5,0.0,0.01,2
24.47,24.5,24.2,61.0,0.0,0.01,2
24.36,24.5,24.1,60.5,0.0,0.01,2
24.36,24.4,24.0,61.5,0.0,0.01,2
24.36,24.4,23.7,62.0,0.0,0.0,2
24.36,24.4,23.6,62.5,0.0,0.0,2
24.36,24.4,23.7,62.0,0.0,0.0,2
24.36,24.4,23.8,61.0,0.0,0.0,2
24.31,24.3,23.7,61.0,0.0,0.0,2
24.31,24.3,23.7,61.0,0.0,0.0,2
24.31,24.3,23.7,61.0,0.0,0.0,2
24.31,24.3,23.4,62.0,0.0,0.0,2
24.31,24.3,23.3,62.0,0.0,0.0,2
24.31,24.2,23.1,62.5,0.0,0.0,2
24.25,24.2,23.0,63.0,0.0,0.0,2
24.25,24.2,23.0,63.0,0.0,0.0,2
24.25,24.2,23.0,63.0,0.0,0.01,2
24.25,24.2,22.9,63.0,0.0,0.01,2
24.25,24.1,22.8,63.5,0.0,0.01,2
24.2,24.1,22.5,64.5,0.0,0.01,2
24.2,24.1,22.4,64.5,0.0,0.01,2
24.2,24.1,22.2,65.0,0.0,0.01,2
24.2,24.1,22.1,65.5,0.0,0.02,2
24.2,24.0,22.0,66.0,0.0,0.02,2
24.2,24.0,21.8,66.0,0.0,0.02,2
24.14,24.0,21.7,66.0,0.0,0.02,2
24.14,24.0,21.8,66.0,0.0,0.02,2
24.14,24.0,21.7,66.5,0.0,0.02,2
24.14,23.9,21.8,67.0,0.0,0.02,2
24.08,23.9,21.8,68.5,0.0,0.02,2
24.08,23.9,22.1,68.5,0.0,0.02,2
24.08,23.9,22.6,67.5,0.0,0.02,2
24.08,23.9,24.5,61.5,0.0,0.02,2
24.03,23.8,25.3,59.0,0.0,0.02,2
24.03,23.8,26.5,56.5,0.0,0.07,2
23.93,23.8,27.4,55.5,0.0,0.07,2
23.93,23.8,28.1,54.0,0.0,0.07,2
23.88,23.8,29.0,50.5,0.0,0.07,2
23.82,23.8,29.9,49.0,0.0,0.07,2
23.77,23.7,30.4,47.5,0.0,0.07,2
23.71,23.7,31.1,47.0,0.0,0.1,2
23.62,23.7,31.8,45.0,0.0,0.1,2
23.5,23.7,32.4,44.0,0.0,0.1,2
23.41,23.7,33.3,43.0,0.0,0.1,2
23.35,23.7,33.9,43.0,0.0,0.1,2
23.29,23.7,34.5,43.0,0.0,0.1,2
23.2,23.7,35.4,42.0,0.0,0.22,2
23.08,23.7,36.3,39.0,0.0,0.22,1
22.99,23.7,36.9,39.0,0.0,0.22,2
22.87,23.7,37.4,40.0,0.0,0.22,2
22.84,23.7,37.8,36.0,0.0,0.22,2
22.66,23.8,38.2,37.5,0.0,0.22,2
22.62,23.8,38.2,36.5,0.0,0.33,2
22.57,23.8,38.2,37.0,0.0,0.33,2
22.51,23.9,38.9,36.0,0.0,0.33,2
22.47,23.9,39.1,34.5,0.0,0.33,2
22.37,24.0,39.6,33.5,0.0,0.33,2
22.26,24.0,40.0,35.5,0.0,0.33,2
22.22,24.1,39.8,34.0,0.0,0.47,2
22.16,24.2,39.8,33.5,0.0,0.47,2
22.1,24.3,39.7,31.0,0.0,0.47,2
22.06,24.3,39.9,35.0,0.0,0.47,2
22.0,24.4,40.2,33.5,0.0,0.47,2
21.96,24.5,40.2,33.5,0.0,0.47,2
21.85,24.6,40.0,30.5,0.0,0.59,2
21.81,24.7,39.9,32.5,0.0,0.59,2
21.75,24.8,40.6,32.0,0.0,0.59,2
21.71,24.9,41.2,32.0,0.0,0.59,2
21.65,24.9,41.3,30.5,0.0,0.59,2
21.61,25.0,41.7,28.5,0.0,0.59,2
21.55,25.1,41.7,30.0,0.0,0.68,2
21.45,25.2,41.8,26.5,0.0,0.68,2
21.39,25.3,41.4,28.0,0.0,0.68,2
21.35,25.3,41.9,26.0,0.0,0.68,2
21.29,25.4,42.1,25.5,0.0,0.68,2
21.25,25.5,41.9,26.0,0.0,0.68,2
21.25,25.5,42.4,24.5,0.0,0.69,2
21.19,25.6,42.8,24.5,0.0,0.69,2
21.15,25.6,43.0,24.0,0.0,0.69,2
21.09,25.7,43.3,25.5,0.0,0.69,2
21.0,25.7,43.4,26.5,0.0,0.69,2
20.96,25.8,43.3,22.0,0.0,0.69,2
20.96,25.8,43.7,23.5,0.0,0.64,2
20.9,25.8,43.7,23.5,0.0,0.64,2
20.86,25.8,43.6,23.0,0.0,0.64,2
20.8,25.9,43.3,22.0,0.0,0.64,2
20.75,25.9,43.4,23.5,0.0,0.64,2
20.75,25.9,43.4,24.5,0.0,0.64,2
20.69,25.9,43.4,24.5,0.0,0.5,2
20.59,25.9,42.9,23.0,0.0,0.5,2
20.55,25.9,43.1,21.5,0.0,0.5,2
20.55,25.9,42.9,23.0,0.0,0.5,2
20.55,25.9,42.7,24.0,0.0,0.5,2
20.49,26.0,42.0,24.0,0.0,0.5,2
20.49,25.9,41.8,24.5,0.0,0.41,2
20.45,26.0,41.2,25.0,0.0,0.41,2
20.45,26.0,40.9,24.0,0.0,0.41,2
20.39,25.9,40.9,24.0,0.0,0.41,2
20.39,25.9,40.1,26.0,0.0,0.41,2
20.39,25.9,39.9,25.5,0.0,0.41,2
20.39,25.9,38.9,26.5,0.0,0.29,2
20.39,25.9,38.0,28.0,0.0,0.29,2
20.35,25.9,37.5,27.5,0.0,0.29,2
20.35,25.9,36.6,28.5,0.0,0.29,2
20.35,25.9,35.9,29.0,0.0,0.29,2
20.35,25.9,35.0,31.0,0.0,0.29,2
20.35,25.9,34.0,32.5,0.0,0.12,2
20.29,25.8,33.2,34.0,0.0,0.12,2
20.29,25.8,32.7,35.5,0.0,0.12,2
20.29,25.8,32.1,36.5,0.0,0.12,2
20.29,25.8,31.4,39.0,0.0,0.12,2
20.29,25.8,30.4,44.5,0.0,0.12,2
20.29,25.7,29.6,43.0,0.0,0.07,2
20.29,25.7,28.7,46.5,0.0,0.07,2
20.29,25.7,28.2,48.0,0.0,0.07,2
20.29,25.7,27.4,50.0,0.0,0.07,2
20.2,25.7,26.9,52.5,0.0,0.07,2
20.2,25.7,26.3,56.0,0.0,0.07,2
20.2,25.6,26.1,53.5,0.0,0.06,2
20.2,25.6,26.1,53.5,0.0,0.06,2
20.2,25.6,25.7,58.0,0.0,0.06,2
20.2,25.5,25.6,56.5,0.0,0.06,2
20.2,25.5,25.3,60.0,0.0,0.06,2
20.2,25.5,25.2,57.5,0.0,0.06,2
20.2,25.5,25.0,60.5,0.0,0.0,2
20.2,25.5,24.8,60.5,0.0,0.0,2
20.15,25.4,24.8,60.5,0.0,0.0,2
20.2,25.4,26.0,56.0,0.0,0.0,2
20.2,25.4,25.7,56.0,0.0,0.0,2
20.2,25.4,25.5,57.0,0.0,0.0,2
20.2,25.4,25.0,58.5,0.0,0.02,2
20.15,25.3,24.3,60.5,0.0,0.02,2
20.15,25.3,24.0,61.5,0.0,0.02,2
20.15,25.3,23.7,62.5,0.0,0.02,2
20.15,25.2,23.5,65.0,0.0,0.02,2
20.15,25.2,23.2,63.5,0.0,0.02,2
20.15,25.2,23.0,67.5,0.0,0.02,2
20.15,25.2,22.9,66.0,0.0,0.02,2
20.15,25.1,22.6,67.5,0.0,0.02,2
20.15,25.1,22.6,68.0,0.0,0.02,2
20.15,25.1,22.4,69.5,0.0,0.02,2
20.15,25.1,22.3,68.0,0.0,0.02,2
20.15,25.0,22.4,67.0,0.0,0.01,2
20.15,25.0,22.3,69.5,0.0,0.01,2
20.11,25.0,22.1,69.5,0.0,0.01,2
20.11,24.9,22.0,70.0,0.0,0.01,2
20.11,24.9,21.7,70.5,0.0,0.01,2
20.11,24.9,21.6,71.0,0.0,0.01,2
20.11,24.9,21.5,72.0,0.0,0.02,2
20.11,24.8,21.3,74.5,0.0,0.02,2
20.11,24.8,21.2,72.5,0.0,0.02,2
20.11,24.8,21.3,73.5,0.0,0.02,2
20.11,24.8,21.2,73.5,0.0,0.02,2
20.11,24.7,21.2,70.5,0.0,0.02,2
20.11,24.7,21.9,69.0,0.0,0.03,2
20.11,24.7,22.6,67.0,0.0,0.03,2
20.04,24.7,22.9,65.5,0.0,0.03,2
20.04,24.6,22.4,67.5,0.0,0.03,2
20.11,24.6,22.0,69.0,0.0,0.03,2
20.04,24.6,21.4,71.5,0.0,0.03,2
20.04,24.5,21.0,71.5,0.0,0.03,2
20.04,24.5,20.5,72.5,0.0,0.03,2
20.04,24.5,20.3,73.0,0.0,0.03,2
20.04,24.5,20.1,75.5,0.0,0.03,2
20.04,24.4,19.8,77.5,0.0,0.03,2
20.04,24.4,19.5,77.5,0.0,0.03,2
20.04,24.4,19.3,80.0,0.0,0.04,2
20.04,24.4,19.2,80.5,0.0,0.04,2
20.04,24.3,19.1,80.0,0.0,0.04,2
20.04,24.3,19.1,79.5,0.0,0.04,2
20.01,24.3,19.2,78.5,0.0,0.04,2
20.04,24.3,19.4,79.0,0.0,0.04,2
20.04,24.2,19.7,78.0,0.0,0.04,2
20.04,24.2,20.0,80.0,0.0,0.04,2
20.01,24.2,20.3,79.0,0.0,0.04,2
20.04,24.2,21.4,77.0,0.0,0.04,2
20.01,24.1,23.5,69.5,0.0,0.04,2
20.01,24.1,25.1,64.5,0.0,0.04,2
20.01,24.1,26.2,60.5,0.0,0.06,2
20.01,24.1,27.1,57.0,0.0,0.06,2
20.01,24.0,28.0,55.0,0.0,0.06,2
20.01,24.0,28.6,53.0,0.0,0.06,2
20.01,24.0,30.0,51.0,0.0,0.06,2
20.01,24.0,31.2,47.0,0.0,0.06,2
19.95,24.0,32.0,44.5,0.0,0.1,2
19.95,24.0,32.3,45.5,0.0,0.1,2
19.95,23.9,33.3,44.5,0.0,0.1,2
19.95,23.9,34.1,40.5,0.0,0.1,2
19.95,23.9,34.3,42.5,0.0,0.1,2
19.9,23.9,34.6,42.5,0.0,0.1,2
19.9,23.9,35.8,40.0,0.0,0.21,2
19.9,23.9,36.7,37.5,0.0,0.21,2
19.9,23.9,37.3,37.5,0.0,0.21,2
19.79,24.0,37.1,36.0,0.0,0.21,2
19.79,24.0,37.2,37.0,0.0,0.21,2
19.79,24.0,37.6,37.5,0.0,0.21,2
19.79,24.0,37.9,36.0,0.0,0.33,2
19.76,24.0,38.4,35.0,0.0,0.33,2
19.76,24.1,39.2,32.0,0.0,0.33,2
19.76,24.1,39.3,31.0,0.0,0.33,2
19.7,24.2,39.4,32.0,0.0,0.33,2
19.7,24.2,39.4,33.0,0.0,0.33,2
19.7,24.3,39.9,29.5,0.0,0.48,2
19.66,24.4,40.1,32.5,0.0,0.48,2
19.7,24.5,40.2,32.0,0.0,0.48,2
19.66,24.6,40.1,30.0,0.0,0.48,2
19.66,24.6,39.9,31.5,0.0,0.48,2
19.66,24.7,40.2,29.0,0.0,0.48,2
19.66,24.8,40.3,29.5,0.0,0.6,2
19.66,24.9,40.4,29.0,0.0,0.6,2
19.66,25.0,40.2,27.5,0.0,0.6,2
19.6,25.1,40.5,28.5,0.0,0.6,2
19.6,25.2,40.6,28.0,0.0,0.6,2
19.6,25.3,40.8,28.5,0.0,0.6,2
19.6,25.3,40.8,26.0,0.0,0.69,2
19.6,25.4,41.3,24.5,0.0,0.69,2
19.6,25.5,41.9,26.5,0.0,0.69,2
19.6,25.6,41.8,24.0,0.0,0.69,2
19.6,25.6,42.1,22.5,0.0,0.69,2
19.6,25.7,41.9,21.5,0.0,0.69,2
19.56,25.7,41.8,23.5,0.0,0.66,2
19.56,25.8,41.5,24.5,0.0,0.66,2
19.56,25.8,41.5,23.5,0.0,0.66,2
19.56,25.9,41.5,21.5,0.0,0.66,2
19.56,25.9,42.0,23.0,0.0,0.66,2
19.56,26.0,42.1,22.5,0.0,0.66,2
19.49,26.0,42.1,21.5,0.0,0.63,2
19.49,26.0,42.1,25.0,0.0,0.63,2
19.49,26.1,42.4,22.0,0.0,0.63,2
19.49,26.1,42.4,24.5,0.0,0.63,2
19.49,26.1,42.4,21.5,0.0,0.63,2
19.41,26.1,42.6,21.0,0.0,0.63,2
19.41,26.1,42.4,19.5,0.0,0.55,2
19.41,26.1,42.2,23.0,0.0,0.55,2
19.41,26.1,42.4,22.0,0.0,0.55,2
19.41,26.1,42.3,22.0,0.0,0.55,2
19.41,26.1,42.2,24.0,0.0,0.55,2
19.35,26.1,42.2,22.5,0.0,0.55,2
19.35,26.1,41.7,25.5,0.0,0.44,2
19.35,26.1,41.2,24.0,0.0,0.44,2
19.35,26.1,41.1,25.0,0.0,0.44,2
19.35,26.1,39.8,26.5,0.0,0.44,2
19.35,26.1,39.9,26.5,0.0,0.44,2
19.35,26.1,39.7,28.0,0.0,0.44,2
19.35,26.1,39.2,28.0,0.0,0.3,2
19.35,26.1,38.8,28.0,0.0,0.3,2
19.35,26.1,37.9,29.5,0.0,0.3,2
19.35,26.1,36.8,32.5,0.0,0.3,2
19.31,26.0,35.3,33.5,0.0,0.3,2
19.35,26.0,33.9,36.5,0.0,0.3,2
19.31,26.0,32.9,38.5,0.0,0.16,2
19.35,26.0,31.7,40.0,0.0,0.16,2
19.35,26.0,30.7,43.0,0.0,0.16,2
19.31,26.0,29.8,45.0,0.0,0.16,2
19.31,26.0,29.2,49.0,0.0,0.16,2
19.31,26.0,28.4,54.5,0.0,0.16,2
19.31,26.0,27.9,50.5,0.0,0.05,2
19.31,26.0,27.7,49.0,0.0,0.05,2
19.31,25.9,27.3,56.5,0.0,0.05,2
19.31,25.9,27.0,55.0,0.0,0.05,2
19.31,25.9,27.0,56.5,0.0,0.05,2
19.31,25.9,26.6,55.5,0.0,0.05,2
19.31,25.9,26.1,61.5,0.0,0.01,2
19.31,25.8,26.2,57.0,0.0,0.01,2
19.31,25.8,26.1,57.5,0.0,0.01,2
19.31,25.8,25.9,58.5,0.0,0.01,2
19.35,25.8,25.8,56.5,0.0,0.01,2
19.31,25.7,25.5,57.0,0.0,0.01,2
19.31,25.7,25.2,63.0,0.0,0.01,2
19.31,25.7,24.9,60.0,0.0,0.01,2
19.31,25.7,24.6,65.0,0.0,0.01,2
19.31,25.6,24.3,64.5,0.0,0.01,2
19.31,25.6,24.4,63.0,0.0,0.01,2
19.31,25.6,24.5,64.0,0.0,0.01,2
19.31,25.6,24.5,62.5,0.0,0.01,2
19.31,25.5,24.7,61.0,0.0,0.01,2
19.31,25.5,24.6,65.5,0.0,0.01,2
19.31,25.5,24.2,66.0,0.0,0.01,2
19.25,25.5,24.2,63.5,0.0,0.01,2
19.31,25.4,24.1,61.5,0.0,0.01,2
19.31,25.4,23.8,65.0,0.0,0.01,2
19.25,25.4,23.8,64.0,0.0,0.01,2
19.25,25.4,23.6,67.0,0.0,0.01,2
19.25,25.3,23.3,65.0,0.0,0.01,2
19.25,25.3,23.7,63.0,0.0,0.01,2
19.25,25.3,23.7,63.0,0.0,0.01,2
19.25,25.2,23.5,64.5,0.0,0.02,2
19.25,25.2,23.6,63.5,0.0,0.02,2
19.25,25.2,23.1,65.5,0.0,0.02,2
19.25,25.2,23.1,63.0,0.0,0.02,2
19.25,25.1,23.6,61.5,0.0,0.02,2
19.25,25.1,23.8,61.0,0.0,0.02,2
19.25,25.1,23.8,60.5,0.0,0.0,2
19.25,25.1,23.9,60.5,0.0,0.0,2
19.25,25.0,24.0,59.0,0.0,0.0,2
19.25,25.0,24.1,60.0,0.0,0.0,2
19.25,25.0,23.8,59.5,0.0,0.0,2
19.25,24.9,23.4,61.5,0.0,0.0,2
19.25,24.9,22.9,62.0,0.0,0.01,2
19.25,24.9,22.7,65.5,0.0,0.01,2
19.2,24.9,22.2,67.5,0.0,0.01,2
19.25,24.8,21.7,68.5,0.0,0.01,2
19.2,24.8,21.3,69.5,0.0,0.01,2
19.25,24.8,21.1,70.0,0.0,0.01,2
19.2,24.8,20.7,74.0,0.0,0.01,2
19.2,24.7,20.6,72.0,0.0,0.01,2
19.2,24.7,20.3,75.5,0.0,0.01,2
19.2,24.7,20.1,75.0,0.0,0.01,2
19.2,24.7,20.2,75.0,0.0,0.01,2
19.2,24.6,20.1,75.0,0.0,0.01,2
19.2,24.6,19.8,77.5,0.0,0.01,2
19.2,24.6,19.6,75.5,0.0,0.01,2
19.2,24.5,19.8,76.5,0.0,0.01,2
19.2,24.5,19.8,76.5,0.0,0.01,2
19.2,24.5,20.2,75.5,0.0,0.01,2
19.2,24.5,20.2,73.0,0.0,0.01,2
19.2,24.4,20.4,73.0,0.0,0.01,2
19.2,24.4,20.8,72.5,0.0,0.01,2
19.2,24.4,21.3,72.5,0.0,0.01,2
19.2,24.4,22.3,69.5,0.0,0.01,2
19.2,24.3,24.3,64.5,0.0,0.01,2
19.2,24.3,25.4,61.5,0.0,0.01,2
19.2,24.3,26.8,58.0,0.0,0.03,2
19.2,24.3,27.7,55.0,0.0,0.03,2
19.2,24.2,28.7,52.0,0.0,0.03,2
19.14,24.2,29.7,51.5,0.0,0.03,2
19.14,24.2,30.0,51.5,0.0,0.03,2
19.14,24.2,31.1,48.5,0.0,0.03,2
19.14,24.2,32.2,44.5,0.0,0.07,2
19.2,24.1,33.3,45.0,0.0,0.07,2
19.14,24.1,34.3,42.5,0.0,0.07,2
19.14,24.1,35.3,41.0,0.0,0.07,2
19.14,24.1,35.9,40.0,0.0,0.07,2
19.14,24.1,36.6,37.0,0.0,0.07,2
19.14,24.1,36.6,38.5,0.0,0.19,2
19.14,24.1,37.3,38.0,0.0,0.19,2
19.14,24.1,37.4,36.0,0.0,0.19,2
19.14,24.2,37.5,36.0,0.0,0.19,2
19.1,24.2,37.8,36.5,0.0,0.19,2
19.14,24.2,37.7,36.5,0.0,0.19,2
19.56,24.2,38.3,35.5,0.0,0.33,2
21.15,24.3,38.4,35.5,0.0,0.33,2
25.96,24.3,39.1,36.5,0.0,0.33,2
28.6,24.4,39.2,35.5,0.0,0.33,0
29.62,24.5,39.3,35.5,0.0,0.33,2
30.47,24.5,39.9,34.0,0.0,0.33,2
30.86,24.6,40.1,34.5,0.0,0.47,2
31.13,24.6,40.4,32.5,0.0,0.47,2
31.41,24.7,40.6,35.0,0.0,0.47,2
31.55,24.7,40.5,34.5,0.0,0.47,2
31.68,24.8,40.3,32.5,0.0,0.47,2
31.9,24.8,40.5,33.0,0.0,0.47,2
31.96,24.9,40.4,32.0,0.0,0.58,2
32.03,25.0,41.1,28.0,0.0,0.58,2
32.16,25.0,41.1,30.5,0.0,0.58,2
32.24,25.1,41.7,29.0,0.0,0.58,2
32.3,25.1,41.7,30.0,0.0,0.58,2
32.45,25.2,41.5,29.5,0.0,0.58,2
32.5,25.2,42.0,31.5,0.0,0.66,2
32.59,25.2,41.9,29.0,0.0,0.66,2
32.66,25.3,42.0,30.0,0.0,0.66,2
32.72,25.3,42.0,30.5,0.0,0.66,2
32.72,25.4,42.0,31.5,0.0,0.66,2
32.8,25.4,42.1,28.5,0.0,0.66,2
32.8,25.4,42.1,30.5,0.0,0.67,2
32.87,25.4,41.6,32.5,0.0,0.67,2
33.02,25.4,42.1,32.5,0.0,0.67,2
33.09,25.4,41.8,26.0,0.0,0.67,2
31.9,25.4,41.4,26.0,0.0,0.67,2
30.86,25.4,41.4,26.5,0.0,0.67,2
29.88,25.3,41.4,26.0,0.0,0.66,2
29.23,25.3,40.9,25.5,0.0,0.66,2
28.72,25.3,41.2,26.5,0.0,0.66,2
28.35,25.3,40.9,27.0,0.0,0.66,2
28.03,25.3,40.9,25.5,0.0,0.66,2
27.79,25.2,40.8,26.0,0.0,0.66,2
27.48,25.2,40.7,26.0,0.0,0.58,2
27.36,25.2,40.4,26.0,0.0,0.58,2
27.19,25.2,40.6,27.0,0.0,0.58,2
27.02,25.2,40.1,26.0,0.0,0.58,2
26.84,25.2,39.6,26.0,0.0,0.58,2
26.72,25.2,39.3,26.0,0.0,0.58,2
26.6,25.2,39.1,26.5,0.0,0.47,2
26.49,25.3,38.8,27.0,0.0,0.47,2
26.37,25.3,38.6,26.5,0.0,0.47,2
26.32,25.3,38.1,26.0,0.0,0.47,2
26.25,25.3,37.8,28.0,0.0,0.47,2
26.09,25.3,37.2,27.5,0.0,0.47,2
26.09,25.3,37.2,27.5,0.0,0.33,2
25.96,25.3,36.1,28.5,0.0,0.33,2
25.91,25.3,35.5,28.5,0.0,0.33,2
25.91,25.2,34.9,29.5,0.0,0.33,2
25.86,25.2,34.1,30.5,0.0,0.33,2
25.86,25.2,33.3,31.5,0.0,0.33,2
25.8,25.2,32.1,33.5,0.0,0.19,2
25.68,25.2,31.3,36.0,0.0,0.19,2
25.68,25.2,30.0,39.5,0.0,0.19,2
25.68,25.2,29.5,37.5,0.0,0.19,2
25.62,25.2,29.5,38.0,0.0,0.19,2
25.62,25.2,29.7,37.5,0.0,0.19,2
25.57,25.1,29.4,38.5,0.0,0.05,2
25.57,25.1,29.0,38.5,0.0,0.05,2
25.51,25.1,28.8,39.0,0.0,0.05,2
25.51,25.1,28.4,41.0,0.0,0.05,2
25.51,25.1,28.0,41.0,0.0,0.05,2
25.46,25.1,27.7,40.0,0.0,0.05,2
25.46,25.0,27.5,42.0,0.0,0.02,2
25.46,25.0,26.9,43.5,0.0,0.02,2
25.46,25.0,26.0,46.5,0.0,0.02,2
25.41,25.0,25.2,48.5,0.0,0.02,2
25.41,25.0,24.3,49.5,0.0,0.02,2
