Soil Moisture [RH%],Soil Temperature [C],Environmental Temperature [ C],Environmental Humidity [RH %],Weather Forecast Rainfall [mm],Crop Data Evapotranspiration [mm],Irrigation_Decision
24.84,23.0,20.7,89.5,7.8,0.0,2
24.84,23.0,20.9,88.0,7.8,0.0,2
24.84,23.0,20.6,87.0,7.8,0.0,2
24.84,22.9,20.6,86.0,7.8,0.0,2
24.79,22.9,20.5,86.0,2.7,0.0,2
24.84,22.9,20.1,86.5,2.7,0.0,2
24.84,22.9,19.8,87.5,2.7,0.0,2
24.84,22.9,19.6,88.0,2.7,0.0,2
24.84,22.9,19.6,87.5,2.7,0.0,2
24.84,22.9,19.5,87.0,2.7,0.0,2
24.84,22.9,19.5,87.0,5.7,0.0,2
24.84,22.8,19.4,86.0,5.7,0.0,2
24.84,22.8,19.3,86.0,5.7,0.0,2
24.84,22.8,19.1,86.5,5.7,0.0,2
24.84,22.8,19.1,87.0,5.7,0.0,2
24.84,22.8,19.2,87.5,5.7,0.0,2
24.84,22.8,19.3,87.5,1.5,0.0,2
24.84,22.8,19.6,86.5,1.5,0.0,2
24.84,22.8,19.6,86.0,1.5,0.0,2
24.84,22.7,19.5,86.0,1.5,0.0,2
24.79,22.8,20.7,83.0,1.5,0.0,2
24.84,22.7,21.1,80.0,1.5,0.0,2
24.84,22.7,21.6,80.0,3.1,0.02,2
24.79,22.7,23.5,75.5,3.1,0.02,2
24.79,22.7,24.3,71.5,3.1,0.02,2
24.79,22.7,24.8,70.0,3.1,0.02,2
24.79,22.7,25.4,69.5,3.1,0.02,2
24.79,22.7,27.9,62.0,3.1,0.02,2
24.79,22.6,27.1,62.5,0.9,0.02,2
24.79,22.6,28.4,58.5,0.9,0.02,2
24.79,22.6,27.4,59.5,0.9,0.02,2
24.73,22.6,26.5,63.0,0.9,0.02,2
24.73,22.6,26.2,60.5,0.9,0.02,2
24.79,22.6,26.6,60.5,0.9,0.02,2
24.73,22.6,28.8,56.0,0.9,0.07,2
24.73,22.6,31.3,50.0,0.9,0.07,2
24.73,22.6,29.8,51.0,0.9,0.07,2
24.62,22.6,30.0,50.0,0.9,0.07,2
24.62,22.6,32.9,46.0,0.9,0.07,2
24.62,22.6,30.9,46.5,0.9,0.07,2
24.57,22.6,29.7,48.5,2.9,0.12,2
24.62,22.6,29.6,49.0,2.9,0.12,2
24.57,22.6,29.2,51.5,2.9,0.12,2
24.57,22.6,29.7,51.5,2.9,0.12,2
24.57,22.6,31.2,48.5,2.9,0.12,2
24.53,22.6,30.7,52.0,2.9,0.12,2
24.53,22.6,32.1,48.0,4.0,0.2,2
24.53,22.6,32.4,47.5,4.0,0.2,2
24.53,22.6,30.9,49.5,4.0,0.2,2
24.47,22.6,29.1,53.5,4.0,0.2,2
24.47,22.6,28.0,55.0,4.0,0.2,2
24.47,22.6,27.0,61.0,4.0,0.2,2
24.47,22.7,25.9,64.0,0.4,0.2,2
24.42,22.7,23.1,74.0,0.4,0.2,2
24.47,22.7,21.3,83.0,0.4,0.2,2
24.47,22.7,22.1,83.0,0.4,0.2,2
24.47,22.7,23.0,81.5,0.4,0.2,2
24.47,22.8,23.7,79.0,0.4,0.2,2
24.47,22.8,23.7,75.5,9.9,0.29,2
24.47,22.8,23.3,74.5,9.9,0.29,2
24.47,22.8,22.0,79.5,9.9,0.29,2
24.47,22.8,22.0,80.0,9.9,0.29,2
24.47,22.8,21.4,81.5,9.9,0.29,2
24.47,22.8,20.2,84.0,9.9,0.29,2
24.53,22.8,20.0,86.5,4.5,0.23,2
24.53,22.8,20.6,86.5,4.5,0.23,2
24.53,22.8,21.5,86.0,4.5,0.23,2
24.53,22.8,21.7,82.0,4.5,0.23,2
24.53,22.8,21.8,80.5,4.5,0.23,2
24.53,22.8,23.1,79.5,4.5,0.23,2
24.53,22.8,23.2,76.0,0.9,0.32,2
24.47,22.8,22.0,79.0,0.9,0.32,2
24.53,22.8,22.7,79.0,0.9,0.32,2
24.53,22.8,22.9,77.0,0.9,0.32,2
24.53,22.8,24.2,72.5,0.9,0.32,2
24.53,22.8,24.4,69.5,0.9,0.32,2
24.53,22.8,23.0,71.0,1.6,0.21,2
24.53,22.8,22.6,74.0,1.6,0.21,2
24.53,22.8,24.3,71.0,1.6,0.21,2
24.53,22.8,26.0,61.5,1.6,0.21,2
24.53,22.8,24.6,63.0,1.6,0.21,2
24.53,22.8,23.6,65.0,1.6,0.21,2
24.47,22.8,23.0,68.5,0.4,0.18,2
24.47,22.8,22.8,68.0,0.4,0.18,2
24.47,22.8,22.3,69.0,0.4,0.18,2
24.47,22.8,22.0,70.0,0.4,0.18,2
24.47,22.8,21.9,69.5,0.4,0.18,2
24.47,22.8,22.0,70.5,0.4,0.18,2
24.47,22.8,21.9,70.0,0.9,0.17,2
24.47,22.8,22.1,70.5,0.9,0.17,2
24.47,22.8,21.9,72.5,0.9,0.17,2
24.47,22.8,21.4,74.0,0.9,0.17,2
24.42,22.8,20.8,75.5,0.9,0.17,2
24.47,22.8,20.4,76.5,0.9,0.17,2
24.47,22.8,19.8,77.0,0.2,0.05,2
24.47,22.8,19.4,79.0,0.2,0.05,2
24.47,22.8,19.2,80.5,0.2,0.05,2
24.47,22.7,19.1,81.0,0.2,0.05,2
24.42,22.7,18.9,82.0,0.2,0.05,2
24.47,22.7,18.7,82.5,0.2,0.05,2
24.47,22.7,18.6,80.5,0.0,0.02,2
24.42,22.7,18.5,81.0,0.0,0.02,2
24.42,22.7,18.4,81.0,0.0,0.02,2
24.42,22.7,18.3,81.5,0.0,0.02,2
24.47,22.7,18.3,78.5,0.0,0.02,2
24.47,22.7,18.2,77.5,0.0,0.02,2
24.42,22.6,18.0,77.5,0.0,0.0,2
24.42,22.6,18.0,76.5,0.0,0.0,2
24.42,22.6,17.9,75.0,0.0,0.0,2
24.42,22.6,17.6,76.0,0.0,0.0,2
24.42,22.6,17.5,77.5,0.0,0.0,2
24.42,22.5,17.5,76.0,0.0,0.0,2
24.42,22.5,17.5,76.5,0.0,0.0,2
24.36,22.5,17.5,76.0,0.0,0.0,2
24.36,22.5,17.4,75.5,0.0,0.0,2
24.36,22.5,17.3,75.5,0.0,0.0,2
24.36,22.4,17.3,75.5,0.0,0.0,2
24.36,22.4,17.2,75.5,0.0,0.0,2
24.36,22.4,17.2,75.0,1.9,0.0,2
24.36,22.4,17.2,75.5,1.9,0.0,2
24.36,22.4,17.1,74.5,1.9,0.0,2
24.36,22.3,17.1,75.5,1.9,0.0,2
24.36,22.3,17.1,75.5,1.9,0.0,2
24.36,22.3,17.1,75.0,1.9,0.0,2
24.36,22.3,17.2,74.5,1.1,0.0,2
24.31,22.2,17.1,75.0,1.1,0.0,2
24.36,22.2,17.1,76.0,1.1,0.0,2
24.36,22.2,17.0,76.0,1.1,0.0,2
24.31,22.2,16.9,77.0,1.1,0.0,2
24.31,22.2,17.0,76.5,1.1,0.0,2
24.31,22.1,16.8,78.0,0.1,0.0,2
24.31,22.1,16.9,76.5,0.1,0.0,2
24.31,22.1,17.0,76.0,0.1,0.0,2
24.31,22.1,17.0,75.0,0.1,0.0,2
24.31,22.1,17.0,75.0,0.1,0.0,2
24.31,22.0,16.9,76.0,0.1,0.0,2
24.31,22.0,16.9,75.5,0.0,0.0,2
24.31,22.0,16.8,76.0,0.0,0.0,2
24.31,21.9,16.9,74.5,0.0,0.0,2
24.31,21.9,16.9,74.5,0.0,0.0,2
24.31,21.9,17.0,74.0,0.0,0.0,2
24.25,21.9,17.1,73.5,0.0,0.0,2
24.31,21.9,17.1,73.5,0.0,0.0,2
24.31,21.8,16.6,78.0,0.0,0.0,2
24.36,21.8,15.9,83.0,0.0,0.0,2
24.36,21.8,15.4,85.0,0.0,0.0,2
24.36,21.8,15.3,85.5,0.0,0.0,2
24.36,21.8,15.5,84.5,0.0,0.0,2
24.36,21.7,15.5,84.5,0.0,0.0,2
24.36,21.7,15.5,85.5,0.0,0.0,2
24.36,21.7,14.9,88.0,0.0,0.0,2
24.9,21.7,14.4,90.0,0.0,0.0,2
33.87,21.6,14.4,90.5,0.0,0.0,0
33.87,21.6,14.5,91.0,0.0,0.0,2
33.5,21.5,14.5,91.0,0.0,0.0,2
33.09,21.5,14.5,91.0,0.0,0.0,2
32.87,21.4,14.5,91.5,0.0,0.0,2
32.66,21.4,14.7,92.0,0.0,0.0,2
32.45,21.3,14.6,92.0,0.0,0.0,2
32.38,21.3,14.9,92.0,0.0,0.0,2
32.16,21.3,15.0,92.0,0.0,0.0,2
32.03,21.2,14.9,92.5,0.0,0.0,2
32.03,21.2,15.1,92.5,0.0,0.0,2
32.45,21.2,15.0,93.0,0.0,0.0,2
32.87,21.1,15.2,92.5,0.0,0.0,2
33.02,21.1,15.4,93.0,0.0,0.0,2
33.02,21.1,15.7,92.5,0.0,0.02,2
32.93,21.0,15.9,92.5,0.0,0.02,2
32.8,21.0,15.9,92.0,0.0,0.02,2
32.72,21.0,16.1,92.0,0.0,0.02,2
32.8,21.0,16.2,90.5,0.0,0.02,2
32.87,21.0,16.1,89.5,0.0,0.02,2
32.87,20.9,16.4,89.5,0.0,0.03,2
32.8,20.9,16.8,88.0,0.0,0.03,2
32.72,20.9,16.8,86.5,0.0,0.03,2
32.66,20.9,16.2,87.5,0.0,0.03,2
32.59,20.9,16.1,89.0,0.0,0.03,2
32.66,20.8,15.9,89.5,0.0,0.03,2
32.8,20.8,16.3,89.5,0.0,0.08,2
32.8,20.8,16.9,89.0,0.0,0.08,2
32.8,20.8,17.5,87.0,0.0,0.08,2
32.8,20.8,18.1,86.5,0.0,0.08,2
32.72,20.8,19.0,84.5,0.0,0.08,2
32.66,20.7,20.0,81.0,0.0,0.08,2
32.66,20.7,20.3,78.0,0.1,0.19,2
32.5,20.7,20.1,77.5,0.1,0.19,2
32.45,20.7,20.6,76.5,0.1,0.19,2
32.45,20.7,21.0,76.0,0.1,0.19,2
32.24,20.7,20.6,76.5,0.1,0.19,2
32.16,20.7,19.8,78.5,0.1,0.19,2
32.16,20.7,20.9,76.0,0.0,0.23,2
32.03,20.7,21.6,73.5,0.0,0.23,2
31.96,20.7,22.8,74.0,0.0,0.23,2
31.96,20.7,22.3,72.0,0.0,0.23,2
31.82,20.7,21.1,73.5,0.0,0.23,2
31.82,20.7,19.6,76.5,0.0,0.23,2
31.74,20.7,17.7,83.0,0.1,0.33,2
31.68,20.7,18.0,84.5,0.1,0.33,2
31.68,20.7,18.6,84.0,0.1,0.33,2
31.68,20.7,19.6,83.0,0.1,0.33,2
31.68,20.7,20.4,80.0,0.1,0.33,2
31.74,20.7,21.7,77.5,0.1,0.33,2
31.74,20.7,24.3,69.5,0.6,0.23,2
31.74,20.7,24.6,66.5,0.6,0.23,2
31.74,20.7,24.4,66.5,0.6,0.23,2
31.74,20.7,23.4,65.5,0.6,0.23,2
31.68,20.7,23.1,67.0,0.6,0.23,2
31.68,20.7,22.6,66.5,0.6,0.23,2
31.68,20.7,21.8,70.5,4.7,0.14,2
31.68,20.7,21.4,72.0,4.7,0.14,2
31.61,20.8,21.5,73.5,4.7,0.14,2
31.68,20.8,21.5,71.5,4.7,0.14,2
31.68,20.8,21.8,69.0,4.7,0.14,2
31.61,20.8,22.1,68.0,4.7,0.14,2
31.61,20.8,22.2,68.0,0.1,0.3,2
31.61,20.8,22.1,66.0,0.1,0.3,2
31.48,20.8,22.2,65.0,0.1,0.3,2
31.48,20.9,22.2,64.5,0.1,0.3,2
31.48,20.8,22.3,63.5,0.1,0.3,2
31.48,20.9,22.3,60.5,0.1,0.3,2
31.68,20.9,22.4,62.5,0.2,0.33,2
31.61,20.9,22.4,61.5,0.2,0.33,2
31.61,20.9,22.7,61.0,0.2,0.33,2
31.61,20.9,22.7,64.5,0.2,0.33,2
31.48,20.9,22.5,64.0,0.2,0.33,2
31.48,20.9,22.2,70.0,0.2,0.33,2
31.48,20.9,22.2,68.5,3.1,0.18,2
31.41,20.9,22.2,67.5,3.1,0.18,2
31.41,20.9,22.2,72.5,3.1,0.18,2
31.35,20.9,21.8,72.0,3.1,0.18,2
31.41,20.9,21.3,76.0,3.1,0.18,2
31.35,20.9,21.0,79.0,3.1,0.18,2
31.48,21.0,20.7,78.0,0.0,0.14,2
31.13,21.0,20.3,79.5,0.0,0.14,2
31.13,21.0,20.0,73.0,0.0,0.14,2
31.07,21.0,19.7,68.0,0.0,0.14,2
31.07,21.0,19.1,69.0,0.0,0.14,2
31.07,21.0,18.5,74.5,0.0,0.14,2
31.07,21.0,17.8,77.0,0.0,0.09,2
31.07,21.0,17.2,81.0,0.0,0.09,2
31.07,21.0,16.7,83.0,0.0,0.09,2
31.0,21.0,16.4,84.0,0.0,0.09,2
31.0,21.0,16.3,85.5,0.0,0.09,2
31.0,21.0,16.2,86.5,0.0,0.09,2
31.0,21.0,16.4,85.5,0.0,0.02,2
30.93,21.0,16.5,84.5,0.0,0.02,2
31.0,21.0,16.3,85.0,0.0,0.02,2
30.93,21.0,16.2,86.0,0.0,0.02,2
30.93,21.0,16.1,87.5,0.0,0.02,2
31.0,21.0,16.0,88.0,0.0,0.02,2
30.93,21.0,16.1,88.5,0.0,0.0,2
31.0,21.0,16.1,89.0,0.0,0.0,2
31.0,21.0,16.0,89.0,0.0,0.0,2
31.0,21.0,15.9,89.0,0.0,0.0,2
31.0,20.9,16.0,89.0,0.0,0.0,2
31.07,20.9,16.0,87.5,0.0,0.0,2
31.07,20.9,16.0,86.5,0.0,0.0,2
31.07,20.9,16.0,86.5,0.0,0.0,2
31.13,20.9,15.9,86.0,0.0,0.0,2
31.13,20.9,16.0,85.5,0.0,0.0,2
31.13,20.9,16.1,85.0,0.0,0.0,2
31.13,20.9,16.0,84.5,0.0,0.0,2
31.13,20.8,16.1,84.0,0.0,0.0,2
31.13,20.8,16.1,83.0,0.0,0.0,2
31.13,20.8,15.9,83.0,0.0,0.0,2
31.13,20.8,16.0,83.5,0.0,0.0,2
31.13,20.8,15.9,82.5,0.0,0.0,2
31.13,20.8,16.1,82.0,0.0,0.0,2
31.13,20.8,16.1,81.0,0.0,0.0,2
31.13,20.7,16.2,81.0,0.0,0.0,2
31.13,20.7,16.2,80.5,0.0,0.0,2
31.13,20.7,16.4,80.0,0.0,0.0,2
31.13,20.7,16.4,80.0,0.0,0.0,2
31.13,20.7,16.4,79.5,0.0,0.0,2
31.13,20.7,16.5,78.5,0.0,0.0,2
31.07,20.7,16.6,78.5,0.0,0.0,2
31.13,20.7,16.5,78.5,0.0,0.0,2
31.07,20.6,16.4,78.5,0.0,0.0,2
31.07,20.6,16.2,80.0,0.0,0.0,2
31.07,20.6,16.0,81.0,0.0,0.0,2
31.35,20.6,16.1,81.5,0.0,0.0,2
31.27,20.6,16.0,83.0,0.0,0.0,2
31.27,20.6,15.9,84.5,0.0,0.0,2
31.21,20.6,15.9,85.5,0.0,0.0,2
31.21,20.5,15.7,87.0,0.0,0.0,2
31.13,20.5,15.7,87.5,0.0,0.0,2
31.13,20.5,15.6,88.5,0.0,0.0,2
31.07,20.5,15.4,89.0,0.0,0.0,2
31.07,20.5,15.6,88.5,0.0,0.0,2
31.07,20.5,15.7,88.0,0.0,0.0,2
31.0,20.5,15.8,88.0,0.0,0.0,2
31.0,20.4,15.6,89.0,0.0,0.0,2
31.0,20.4,15.5,89.5,0.0,0.0,2
31.0,20.4,15.5,90.0,0.0,0.0,2
31.0,20.4,15.5,90.0,0.0,0.0,2
31.0,20.4,15.6,89.5,0.0,0.0,2
31.0,20.4,15.8,89.5,0.0,0.0,2
30.93,20.4,15.8,89.0,0.0,0.0,2
30.93,20.4,15.7,89.5,0.0,0.0,2
30.93,20.4,15.8,89.0,0.0,0.0,2
30.86,20.4,15.8,88.0,0.0,0.0,2
30.93,20.3,15.7,86.5,0.0,0.0,2
30.93,20.3,15.7,86.0,0.0,0.0,2
30.93,20.3,15.7,85.5,0.0,0.0,2
30.86,20.3,15.8,84.0,0.0,0.0,2
30.86,20.3,16.1,84.0,0.0,0.0,2
31.0,20.3,16.2,84.0,0.0,0.0,2
31.0,20.3,16.4,83.0,0.0,0.0,2
30.93,20.2,16.6,82.5,0.0,0.0,2
30.93,20.2,16.8,82.5,0.0,0.0,2
30.86,20.2,17.0,81.0,0.0,0.01,2
30.74,20.2,17.2,81.5,0.0,0.01,2
30.74,20.2,17.5,81.0,0.0,0.01,2
30.74,20.2,17.8,79.5,0.0,0.01,2
30.74,20.2,17.9,79.5,0.0,0.01,2
30.66,20.2,18.2,78.5,0.0,0.01,2
30.74,20.2,18.7,77.5,0.0,0.04,2
30.66,20.2,19.1,76.5,0.0,0.04,2
30.66,20.2,19.8,73.5,0.0,0.04,2
30.66,20.2,20.6,69.5,0.0,0.04,2
30.6,20.2,22.5,63.5,0.0,0.04,2
30.66,20.2,24.7,55.5,0.0,0.04,2
30.66,20.1,24.7,54.0,0.0,0.14,2
30.74,20.2,26.7,50.5,0.0,0.14,2
30.53,20.2,27.0,49.0,0.0,0.14,2
30.47,20.1,25.9,53.0,0.0,0.14,2
30.47,20.1,27.1,51.0,0.0,0.14,2
30.26,20.2,27.9,46.5,0.0,0.14,2
30.26,20.1,28.9,45.5,0.0,0.25,2
30.26,20.1,29.8,42.5,0.0,0.25,2
30.2,20.2,29.4,42.5,0.0,0.25,2
30.14,20.2,29.5,42.5,0.0,0.25,2
30.14,20.2,30.3,41.0,0.0,0.25,2
30.14,20.2,30.0,44.0,0.0,0.25,2
30.01,20.2,30.0,43.0,0.0,0.36,2
30.01,20.2,29.9,45.0,0.0,0.36,2
29.94,20.2,30.2,45.0,0.0,0.36,2
29.94,20.2,30.3,41.0,0.0,0.36,2
29.81,20.2,30.5,41.5,0.0,0.36,2
29.81,20.3,30.7,38.5,0.0,0.36,2
29.81,20.3,30.6,38.0,0.1,0.33,2
29.75,20.3,30.6,39.0,0.1,0.33,2
29.75,20.3,30.9,38.5,0.1,0.33,2
29.69,20.4,30.5,38.0,0.1,0.33,2
29.62,20.4,31.1,40.5,0.1,0.33,2
29.62,20.4,31.4,39.5,0.1,0.33,2
29.56,20.5,31.3,38.0,0.3,0.33,2
29.56,20.5,31.4,38.0,0.3,0.33,2
29.49,20.5,31.8,35.5,0.3,0.33,2
29.49,20.5,31.8,37.5,0.3,0.33,2
29.43,20.6,31.5,35.5,0.3,0.33,2
29.43,20.6,31.9,34.0,0.3,0.33,2
29.36,20.6,31.9,33.5,0.1,0.39,2
29.36,20.7,31.5,35.5,0.1,0.39,2
29.36,20.7,31.4,36.5,0.1,0.39,2
29.23,20.7,30.9,37.0,0.1,0.39,2
29.16,20.8,31.0,36.5,0.1,0.39,2
29.16,20.8,31.4,35.0,0.1,0.39,2
29.1,20.8,29.8,38.5,0.1,0.45,2
29.1,20.9,28.3,41.0,0.1,0.45,2
29.1,20.9,27.8,42.5,0.1,0.45,2
29.03,20.9,27.5,44.0,0.1,0.45,2
29.1,21.0,26.3,50.0,0.1,0.45,2
29.03,21.0,26.0,52.0,0.1,0.45,2
29.03,21.0,25.2,52.5,0.0,0.39,2
29.03,21.0,24.5,53.5,0.0,0.39,2
28.97,21.0,24.3,55.0,0.0,0.39,2
28.97,21.1,24.2,54.0,0.0,0.39,2
28.97,21.1,24.3,55.5,0.0,0.39,2
28.97,21.1,25.6,52.5,0.0,0.39,2
28.97,21.1,26.6,50.0,0.0,0.27,2
28.97,21.2,26.6,50.5,0.0,0.27,2
28.97,21.2,26.2,52.0,0.0,0.27,2
28.97,21.2,25.7,53.0,0.0,0.27,2
28.92,21.2,25.3,54.5,0.0,0.27,2
28.92,21.2,25.0,54.0,0.0,0.27,2
28.92,21.2,24.9,54.5,2.3,0.15,2
28.97,21.2,24.9,53.5,2.3,0.15,2
28.92,21.2,24.8,53.0,2.3,0.15,2
28.92,21.2,23.9,57.5,2.3,0.15,2
28.92,21.2,23.0,59.0,2.3,0.15,2
28.92,21.2,22.0,63.0,2.3,0.15,2
28.92,21.2,21.2,66.0,1.8,0.08,2
28.92,21.2,20.3,69.5,1.8,0.08,2
28.92,21.2,19.6,72.5,1.8,0.08,2
28.92,21.2,19.1,74.5,1.8,0.08,2
28.92,21.2,18.7,74.0,1.8,0.08,2
28.92,21.2,18.7,74.0,1.8,0.08,2
28.85,21.2,18.8,72.5,0.0,0.02,2
28.92,21.2,18.9,71.5,0.0,0.02,2
28.92,21.2,19.0,71.0,0.0,0.02,2
28.92,21.2,19.0,70.5,0.0,0.02,2
28.92,21.2,18.9,72.0,0.0,0.02,2
28.92,21.2,18.8,73.0,0.0,0.02,2
28.92,21.2,18.2,74.0,0.0,0.0,2
28.92,21.2,17.9,75.5,0.0,0.0,2
28.92,21.2,17.9,75.5,0.0,0.0,2
28.92,21.2,18.4,74.5,0.0,0.0,2
28.85,21.2,18.8,73.0,0.0,0.0,2
28.92,21.1,18.9,72.5,0.0,0.0,2
28.85,21.1,19.0,72.5,0.0,0.0,2
28.85,21.1,18.9,72.0,0.0,0.0,2
28.85,21.1,18.8,72.5,0.0,0.0,2
28.85,21.1,18.8,72.5,0.0,0.0,2
28.85,21.1,18.9,72.0,0.0,0.0,2
28.85,21.1,18.9,71.0,0.0,0.0,2
28.85,21.1,18.9,71.0,0.0,0.0,2
28.85,21.0,18.9,71.0,0.0,0.0,2
28.78,21.0,18.7,71.0,0.0,0.0,2
28.85,21.0,18.7,72.0,0.0,0.0,2
28.78,21.0,18.7,71.0,0.0,0.0,2
28.85,21.0,18.6,71.5,0.0,0.0,2
28.78,21.0,18.5,71.0,0.0,0.0,2
28.78,21.0,18.6,70.0,0.0,0.0,2
28.85,21.0,18.9,69.5,0.0,0.0,2
28.78,20.9,18.7,69.5,0.0,0.0,2
28.78,20.9,18.9,69.5,0.0,0.0,2
28.78,20.9,18.9,69.0,0.0,0.0,2
28.78,20.9,18.8,69.0,0.0,0.0,2
28.72,20.9,18.7,69.0,0.0,0.0,2
28.78,20.9,18.4,70.5,0.0,0.0,2
28.78,20.8,18.2,71.0,0.0,0.0,2
28.72,20.8,18.2,70.5,0.0,0.0,2
28.78,20.8,18.2,70.5,0.0,0.0,2
28.72,20.8,18.3,70.5,0.0,0.0,2
28.72,20.8,18.0,70.5,0.0,0.0,2
28.72,20.8,17.8,71.5,0.0,0.0,2
28.72,20.7,17.8,71.5,0.0,0.0,2
28.72,20.7,17.7,72.0,0.0,0.0,2
28.72,20.7,17.3,72.0,0.0,0.0,2
28.72,20.7,16.6,74.0,0.0,0.0,2
28.72,20.7,16.1,77.0,0.0,0.0,2
28.72,20.7,15.6,79.5,0.0,0.0,2
28.65,20.7,15.0,82.0,0.0,0.0,2
28.65,20.6,14.6,83.0,0.0,0.0,2
28.65,20.6,14.3,84.5,0.0,0.0,2
28.65,20.6,14.1,85.5,0.0,0.0,2
28.53,20.6,13.9,86.0,0.0,0.0,2
28.65,20.6,13.8,86.5,0.0,0.0,2
28.65,20.6,13.7,86.5,0.0,0.0,2
28.65,20.6,13.5,87.5,0.0,0.0,2
28.53,20.5,13.5,88.0,0.0,0.0,2
28.72,20.5,13.5,88.0,0.0,0.0,2
28.78,20.5,13.4,88.0,0.0,0.0,2
28.78,20.5,13.3,88.5,0.0,0.0,2
28.72,20.5,13.2,89.0,0.0,0.0,2
28.78,20.5,13.2,89.5,0.0,0.0,2
28.78,20.4,13.5,89.5,0.0,0.0,2
28.78,20.4,14.1,89.5,0.0,0.0,2
28.78,20.4,14.8,88.5,0.0,0.0,2
29.03,20.4,15.1,87.5,0.0,0.0,2
28.72,20.4,15.3,88.0,0.0,0.0,2
28.97,20.4,15.6,88.0,0.0,0.0,2
29.1,20.4,16.3,87.0,0.0,0.0,2
28.97,20.3,17.4,85.0,0.0,0.01,2
28.78,20.3,18.7,78.5,0.0,0.01,2
28.65,20.3,19.1,77.5,0.0,0.01,2
28.47,20.2,19.6,73.0,0.0,0.01,2
28.4,20.2,20.2,71.0,0.0,0.01,2
28.4,20.2,20.4,68.0,0.0,0.01,2
28.4,20.2,20.8,66.5,0.0,0.03,2
28.4,20.2,21.3,65.0,0.0,0.03,2
28.4,20.2,22.4,64.0,0.0,0.03,2
28.4,20.2,23.7,59.0,0.0,0.03,2
28.4,20.2,23.8,59.0,0.0,0.03,2
28.4,20.1,24.1,59.0,0.0,0.03,2
28.35,20.1,24.4,59.5,0.0,0.12,2
28.35,20.1,24.9,58.5,0.0,0.12,2
28.28,20.1,25.5,58.0,0.0,0.12,2
28.28,20.1,27.2,50.5,0.0,0.12,2
28.28,20.1,28.0,49.0,0.0,0.12,2
28.28,20.1,29.2,46.0,0.0,0.12,2
28.22,20.1,29.8,44.5,0.1,0.21,2
28.17,20.1,30.3,43.0,0.1,0.21,2
28.17,20.1,30.5,44.0,0.1,0.21,2
28.17,20.1,31.0,40.5,0.1,0.21,2
28.1,20.1,31.3,41.0,0.1,0.21,2
28.1,20.1,31.7,41.0,0.1,0.21,2
28.03,20.2,31.7,40.0,0.1,0.28,2
28.03,20.2,31.6,41.0,0.1,0.28,2
27.98,20.2,32.1,39.5,0.1,0.28,2
27.98,20.2,32.4,39.5,0.1,0.28,2
27.98,20.2,32.3,39.5,0.1,0.28,2
27.79,20.2,32.3,42.5,0.1,0.28,2
27.79,20.2,31.6,40.5,0.2,0.36,2
27.79,20.3,31.6,42.0,0.2,0.36,2
27.79,20.3,29.0,42.0,0.2,0.36,2
27.79,20.3,28.4,45.5,0.2,0.36,2
27.72,20.4,29.3,45.5,0.2,0.36,2
27.72,20.4,30.4,44.0,0.2,0.36,2
27.72,20.4,30.5,41.0,0.0,0.4,2
27.67,20.5,28.5,44.5,0.0,0.4,2
27.67,20.5,27.4,50.0,0.0,0.4,2
27.6,20.5,26.4,52.5,0.0,0.4,2
27.67,20.6,26.5,53.0,0.0,0.4,2
27.6,20.6,28.8,53.5,0.0,0.4,2
27.6,20.6,29.1,48.5,0.0,0.41,2
27.6,20.6,30.7,41.5,0.0,0.41,2
27.55,20.7,30.8,42.0,0.0,0.41,2
27.55,20.7,31.3,44.0,0.0,0.41,2
27.55,20.7,31.5,41.5,0.0,0.41,2
27.48,20.7,30.8,42.5,0.0,0.41,2
27.48,20.8,29.3,45.5,0.3,0.44,2
27.48,20.8,28.1,49.5,0.3,0.44,2
27.48,20.8,27.2,51.0,0.3,0.44,2
27.43,20.9,27.0,54.0,0.3,0.44,2
27.43,20.9,26.7,51.0,0.3,0.44,2
27.48,20.9,26.1,54.5,0.3,0.44,2
27.48,20.9,26.0,57.5,0.3,0.36,2
27.43,20.9,25.8,57.5,0.3,0.36,2
27.43,21.0,24.8,60.5,0.3,0.36,2
27.43,21.0,25.1,60.5,0.3,0.36,2
27.43,21.0,26.3,57.0,0.3,0.36,2
27.43,21.0,28.1,51.0,0.3,0.36,2
27.36,21.0,27.4,55.0,0.1,0.32,2
27.43,21.0,26.6,54.0,0.1,0.32,0
27.36,21.0,26.1,54.5,0.1,0.32,2
27.36,21.0,25.8,58.0,0.1,0.32,2
27.36,21.1,25.8,60.0,0.1,0.32,2
27.36,21.1,25.5,59.0,0.1,0.32,2
27.36,21.1,25.6,56.0,0.0,0.2,2
27.36,21.1,24.9,56.0,0.0,0.2,2
27.36,21.1,24.4,57.0,0.0,0.2,2
27.36,21.1,24.0,57.5,0.0,0.2,2
27.36,21.1,23.9,56.5,0.0,0.2,2
27.36,21.1,23.4,58.0,0.0,0.2,2
27.36,21.2,22.9,59.0,0.0,0.1,2
27.36,21.1,22.6,60.5,0.0,0.1,2
27.36,21.2,22.0,62.0,0.0,0.1,2
27.36,21.2,21.7,63.5,0.0,0.1,2
27.36,21.2,21.5,64.0,0.0,0.1,2
27.36,21.2,21.1,65.5,0.0,0.1,2
27.36,21.2,20.8,67.0,0.0,0.02,2
27.36,21.2,20.6,67.5,0.0,0.02,2
27.36,21.2,20.4,68.0,0.0,0.02,2
